event_name,event_date,event_city,event_state,event_country,event_url
UFC 302: Makhachev vs. Poirier,2024-06-01,Newark,New Jersey,USA,http://ufcstats.com/event-details/6e4acc2c115215b5
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/46baf0f57edfa4df
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,St. Louis,Missouri,USA,http://ufcstats.com/event-details/5dfe71ade71f3a4b
UFC 301: Pantoja vs. Erceg,2024-05-04,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/981ab7a0576f76a0
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a16ce18149021139
UFC 300: Pereira vs. Hill,2024-04-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6750e338922a099d
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/899eaba48fa864a6
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Atlantic City,New Jersey,USA,http://ufcstats.com/event-details/dba230fe33011201
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/79ff6545b0abc685
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c398235fcaf8d71d
UFC 299: O'Malley vs. Vera 2,2024-03-09,Miami,Florida,USA,http://ufcstats.com/event-details/a9df5ae20a97b090
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e4a9dbade7c7e1a7
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Mexico City,Distrito Federal,Mexico,http://ufcstats.com/event-details/902ab9197b83d0db
UFC 298: Volkanovski vs. Topuria,2024-02-17,Anaheim,California,USA,http://ufcstats.com/event-details/dab0e6cb8c932162
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/eaea0fc7b76525a8
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/cce79e827569f26e
UFC 297: Strickland vs. Du Plessis,2024-01-20,Toronto,Ontario,Canada,http://ufcstats.com/event-details/bd85ca0bb4f26cfc
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/010986ee359fb863
UFC 296: Edwards vs. Covington,2023-12-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a8e8587a06e73c87
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/5ef0088c1b19beeb
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Austin,Texas,USA,http://ufcstats.com/event-details/53e4e21f4c688801
UFC Fight Night: Allen vs. Craig,2023-11-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3feed7d02711d8b7
UFC 295: Prochazka vs. Pereira,2023-11-11,New York City,New York,USA,http://ufcstats.com/event-details/5a558ba1ff5e9121
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Sao Paulo,Sao Paulo,Brazil,http://ufcstats.com/event-details/7c4ec656d8fcb867
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/13a0fb8fbdafb54f
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Dawson vs. Green,2023-10-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8fa2b06572365321
UFC 293: Adesanya vs. Strickland,2023-09-09,Sydney,New South Wales,Australia,http://ufcstats.com/event-details/ece280745f8727b8
UFC Fight Night: Gane vs. Spivac,2023-09-02,Paris,Ile-de-France,France,http://ufcstats.com/event-details/ef61d9f5176b3200
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Kallang,NULL,Singapore,http://ufcstats.com/event-details/89a407032911e27e
UFC 292: Sterling vs. O'Malley,2023-08-19,Boston,Massachusetts,USA,http://ufcstats.com/event-details/2719f300b0439039
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d2fa318f34d0aadc
UFC Fight Night: Sandhagen vs. Font,2023-08-05,Nashville,Tennessee,USA,http://ufcstats.com/event-details/6f81b6de2557739a
UFC 291: Poirier vs. Gaethje 2,2023-07-29,Salt Lake City,Utah,USA,http://ufcstats.com/event-details/ccd58ff71e260ed5
UFC Fight Night: Aspinall vs. Tybura,2023-07-22,London,England,United Kingdom,http://ufcstats.com/event-details/1174782eacde9b0c
UFC Fight Night: Holm vs. Bueno Silva,2023-07-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c9885b1b7c7055a0
UFC 290: Volkanovski vs. Rodriguez,2023-07-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6085ceb59087514b
UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e9e1acc96536bb4f
UFC Fight Night: Emmett vs. Topuria,2023-06-24,Jacksonville,Florida,USA,http://ufcstats.com/event-details/a780d16cf7eed44d
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/b9415726dc3ec526
UFC 289: Nunes vs. Aldana,2023-06-10,Vancouver,British Columbia,Canada,http://ufcstats.com/event-details/b6c6d1731ff00eeb
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/7abe471b61725980
UFC Fight Night: Dern vs. Hill,2023-05-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6f812143641ceff8
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Charlotte,North Carolina,USA,http://ufcstats.com/event-details/901cddcbfa079097
UFC 288: Sterling vs. Cejudo,2023-05-06,Newark,New Jersey,USA,http://ufcstats.com/event-details/3c6976f8182d9527
UFC Fight Night: Song vs. Simon,2023-04-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/51b1e2fd9872005b
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6fb1ba67bef41b37
UFC Fight Night: Holloway vs. Allen,2023-04-15,Kansas City,Missouri,USA,http://ufcstats.com/event-details/15b1b21cd743d652
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Miami,Florida,USA,http://ufcstats.com/event-details/3dc3022232b79c7a
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,San Antonio,Texas,USA,http://ufcstats.com/event-details/aec273fcb765330d
UFC 286: Edwards vs. Usman 3,2023-03-18,London,England,United Kingdom,http://ufcstats.com/event-details/e4bb7e483c4ad318
UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/35080a7f406f9ab3
UFC 285: Jones vs. Gane,2023-03-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
UFC Fight Night: Muniz vs. Allen,2023-02-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/806975e1b4f47b27
UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Perth,Western Australia,Australia,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC 283: Teixeira vs. Hill,2023-01-21,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/5717efc6f271cd52
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/56ec58954158966a
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f65a0eb902f9476b
UFC Fight Night: Thompson vs. Holland,2022-12-03,Orlando,Florida,USA,http://ufcstats.com/event-details/b23388ff8ac6637b
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/012fc7cd0779c09a
UFC 281: Adesanya vs. Pereira,2022-11-12,New York City,New York,USA,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/756f45905fb20cb5
UFC Fight Night: Kattar vs. Allen,2022-10-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/be5aab761c40ef35
UFC 280: Oliveira vs. Makhachev,2022-10-22,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/885e7f70dcac0007
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/49c29e57d4e2be6f
UFC Fight Night: Dern vs. Yan,2022-10-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4f670b7972fa0a2e
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8d477c3fbe001f9d
UFC 279: Diaz vs. Ferguson,2022-09-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/93bf96be327fcd98
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Paris,Ile-de-France,France,http://ufcstats.com/event-details/00a905a4a4a2b071
UFC 278: Usman vs. Edwards,2022-08-20,Salt Lake City,Utah,USA,http://ufcstats.com/event-details/4f853e98886283cf
UFC Fight Night: Vera vs. Cruz,2022-08-13,San Diego,California,USA,http://ufcstats.com/event-details/a23e63184c65f5b8
UFC Fight Night: Santos vs. Hill,2022-08-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8f6a18831a120817
UFC 277: Pena vs. Nunes 2,2022-07-30,Dallas,Texas,USA,http://ufcstats.com/event-details/b0a6124751a56bc4
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,London,England,United Kingdom,http://ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,Elmont,New York,USA,http://ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/31da66df48c0c1a0
UFC 276: Adesanya vs. Cannonier,2022-07-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4a9e305633f3ef47
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/eb42d4febfafefd1
UFC Fight Night: Kattar vs. Emmett,2022-06-18,Austin,Texas,USA,http://ufcstats.com/event-details/a0a680fe2f6cc8e6
UFC 275: Teixeira vs. Prochazka,2022-06-11,Kallang,NULL,Singapore,http://ufcstats.com/event-details/3a24769a4855040a
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/57591bbf1623574e
UFC Fight Night: Holm vs. Vieira,2022-05-21,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a6c32678efd4f434
UFC Fight Night: Blachowicz vs. Rakic,2022-05-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/60ba33c3f555a7a3
UFC 274: Oliveira vs. Gaethje,2022-05-07,Phoenix,Arizona,USA,http://ufcstats.com/event-details/253d3f9e97ca149a
UFC Fight Night: Font vs. Vera,2022-04-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6bf5a7d3e081ade2
UFC Fight Night: Lemos vs. Andrade,2022-04-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/236a37d96d476164
UFC Fight Night: Luque vs. Muhammad,2022-04-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8753e125f4499816
UFC 273: Volkanovski vs. The Korean Zombie,2022-04-09,Jacksonville,Florida,USA,http://ufcstats.com/event-details/3a97fda0de6f1fa4
UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,Columbus,Ohio,USA,http://ufcstats.com/event-details/1fac46d466abd5b8
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,London,England,United Kingdom,http://ufcstats.com/event-details/1d00756835ca67c9
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1f9344211ca7fd60
UFC 272: Covington vs. Masvidal,2022-03-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/75e0d3cc2262b732
UFC Fight Night: Makhachev vs. Green,2022-02-26,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
UFC Fight Night: Walker vs. Hill,2022-02-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/77940e45bc86208e
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Houston,Texas,USA,http://ufcstats.com/event-details/cbb682f5fcc44bfc
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/883922e5cd6d8473
UFC 270: Ngannou vs. Gane,2022-01-22,Anaheim,California,USA,http://ufcstats.com/event-details/335ad945324c3a2e
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f5585e675af7afd4
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2a470ad41c22c25a
UFC 269: Oliveira vs. Poirier,2021-12-11,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/ef927e4fe2117ab8
UFC Fight Night: Font vs. Aldo,2021-12-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/509697e08673d2e5
UFC Fight Night: Vieira vs. Tate,2021-11-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c95fbc085e17a532
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/b5abaa65f87938eb
UFC 268: Usman vs. Covington 2,2021-11-06,New York City,New York,USA,http://ufcstats.com/event-details/48e093ea1f43a053
UFC 267: Blachowicz vs. Teixeira,2021-10-30,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/3974fa35c917af1d
UFC Fight Night: Costa vs. Vettori,2021-10-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8a9c6c4301f6d088
UFC Fight Night: Ladd vs. Dumont,2021-10-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8f4616698508f24d
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d247691a6c0e9034
UFC Fight Night: Santos vs. Walker,2021-10-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e15d0a2519d6a0b5
UFC 266: Volkanovski vs. Ortega,2021-09-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0eec866a077889f0
UFC Fight Night: Smith vs. Spann,2021-09-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4c27ca8c8481f79a
UFC Fight Night: Brunson vs. Till,2021-09-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/b9532d815060de7f
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0db9d2486d564a3c
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2f13e4020cea5b38
UFC 265: Lewis vs. Gane,2021-08-07,Houston,Texas,USA,http://ufcstats.com/event-details/972197a8c61ac413
UFC Fight Night: Hall vs. Strickland,2021-07-31,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/320edfb0332b7073
UFC Fight Night: Sandhagen vs. Dillashaw,2021-07-24,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e57f0b06ea39e360
UFC Fight Night: Makhachev vs. Moises,2021-07-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/40389d39a92f5bfa
UFC 264: Poirier vs. McGregor 3,2021-07-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8a0be41c0380188d
UFC Fight Night: Gane vs. Volkov,2021-06-26,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a1d6b308781aa2f5
UFC Fight Night: Jung vs. Ige,2021-06-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9ddfb3369a3b0394
UFC 263: Adesanya vs. Vettori 2,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f
UFC Fight Night: Rozenstruik vs. Sakai,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580
UFC Fight Night: Font vs. Garbrandt,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea
UFC 262: Oliveira vs. Chandler,2021-05-15,Houston,Texas,USA,http://ufcstats.com/event-details/744f50016c39c26c
UFC Fight Night: Rodriguez vs. Waterson,2021-05-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/58a36b4ccf5dc30e
UFC Fight Night: Reyes vs. Prochazka,2021-05-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d57e6a8971b6d2bd
UFC 261: Usman vs. Masvidal 2,2021-04-24,Jacksonville,Florida,USA,http://ufcstats.com/event-details/27541033b97c076d
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4a35913bd9aa4161
UFC Fight Night: Vettori vs. Holland,2021-04-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9114c8ded5ccd71d
UFC 260: Miocic vs. Ngannou,2021-03-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6597b611f1c32555
UFC Fight Night: Brunson vs. Holland,2021-03-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c36e1f4fa755ffb4
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8c90c1563972e44d
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6e2b1d631832921d
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/81b57acd6975ac06
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/bfe95ec546692b13
UFC 258: Usman vs. Burns,2021-02-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3f7c14c7eca7195d
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a1153013cb5f628f
UFC 257: Poirier vs. McGregor,2021-01-23,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/4304992c2acc187b
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/56116537d71a578c
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/307064d3e0f036c2
UFC Fight Night: Thompson vs. Neal,2020-12-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e49c2db95e572dc8
UFC 256: Figueiredo vs. Moreno,2020-12-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d0d43cb9b14f231c
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/398b440e73d55b8b
UFC Fight Night: Smith vs. Clark,2020-11-28,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/992c82450d96f726
UFC 255: Figueiredo vs. Perez,2020-11-21,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/bbb15f301e4a490a
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3bc27ec15facbcf3
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/41dca66f9dadfc86
UFC Fight Night: Hall vs. Silva,2020-10-31,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/ad044be25c94dcfd
UFC 254: Khabib vs. Gaethje,2020-10-24,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/c3c38c86f5ab9b5c
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/d4f364dd076bb0e2
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/fd4578cac86d75ca
UFC Fight Night: Holm vs. Aldana,2020-10-03,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/805ad1801eb26abb
UFC 253: Adesanya vs. Costa,2020-09-26,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/e69c5ce12f4e762b
UFC Fight Night: Covington vs. Woodley,2020-09-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/831b937811804dad
UFC Fight Night: Waterson vs. Hill,2020-09-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9c37681096c6f3a9
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/542db012217ecb83
UFC Fight Night: Smith vs. Rakic,2020-08-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e29cf523ebd155c5
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/af1e5c64b8663aa0
UFC 252: Miocic vs. Cormier 3,2020-08-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/bda04c573563cc2e
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/7a82635ffa9b59fe
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3746e21bb508391a
UFC Fight Night: Whittaker vs. Till,2020-07-25,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/dde70a112e053a6c
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/ddbd0d6259ce57cc
UFC Fight Night: Kattar vs. Ige,2020-07-15,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/18f5669a92e99d92
UFC 251: Usman vs. Masvidal,2020-07-11,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/dbd198f780286aca
