event_name,event_date,event_city,event_state,event_country,event_url
UFC Fight Night: Poirier vs. Hooker,2020-06-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c32eab6c2119e989
UFC Fight Night: Blaydes vs. Volkov,2020-06-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1e13936d708bcff7
UFC 250: Nunes vs. Spencer,2020-06-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4c12aa7ca246e7a4
UFC Fight Night: Woodley vs. Burns,2020-05-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/14b9e0f2679a2205
UFC Fight Night: Overeem vs. Harris,2020-05-16,Jacksonville,Florida,USA,http://ufcstats.com/event-details/dfb965c9824425db
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Jacksonville,Florida,USA,http://ufcstats.com/event-details/5f8e00c27b7e7410
UFC 249: Ferguson vs. Gaethje,2020-05-09,Jacksonville,Florida,USA,http://ufcstats.com/event-details/898337ef520fe4d3
UFC Fight Night: Lee vs. Oliveira,2020-03-14,Brasilia,Distrito Federal,Brazil,http://ufcstats.com/event-details/53278852bcd91e11
UFC 248: Adesanya vs. Romero,2020-03-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0b5b6876c2a4723f
UFC Fight Night: Benavidez vs. Figueiredo,2020-02-29,Norfolk,Virginia,USA,http://ufcstats.com/event-details/fc9a9559a05f2704
UFC Fight Night: Felder vs. Hooker,2020-02-22,Auckland,NULL,New Zealand,http://ufcstats.com/event-details/33b2f68ef95252e0
UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Rio Rancho,New Mexico,USA,http://ufcstats.com/event-details/5df17b3620145578
UFC 247: Jones vs. Reyes,2020-02-08,Houston,Texas,USA,http://ufcstats.com/event-details/b26d3e3746fb4024
UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Raleigh,North Carolina,USA,http://ufcstats.com/event-details/44aa652b181bcf68
UFC 246: McGregor vs. Cowboy,2020-01-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0c1773639c795466
UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Busan,NULL,South Korea,http://ufcstats.com/event-details/74fefd43f073cd2f
UFC 245: Usman vs. Covington,2019-12-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4565d435005319c0
UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Washington,DC,USA,http://ufcstats.com/event-details/b09890ba7ce1d1e2
UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Sao Paulo,Sao Paulo,Brazil,http://ufcstats.com/event-details/81ca2c245b19b3c5
UFC Fight Night: Zabit vs. Kattar,2019-11-09,Moscow,Moscow,Russia,http://ufcstats.com/event-details/8d5daf67983b65ba
UFC 244: Masvidal vs. Diaz,2019-11-02,New York City,New York,USA,http://ufcstats.com/event-details/fd87b1bbfcde9d5e
UFC Fight Night: Maia vs. Askren,2019-10-26,Kallang,NULL,Singapore,http://ufcstats.com/event-details/df05aa15b2d66f57
UFC Fight Night: Reyes vs. Weidman,2019-10-18,Boston,Massachusetts,USA,http://ufcstats.com/event-details/3ae10ac4df3df05c
UFC Fight Night: Joanna vs. Waterson,2019-10-12,Tampa,Florida,USA,http://ufcstats.com/event-details/0941df56f6ac954b
UFC 243: Whittaker vs. Adesanya,2019-10-05,Melbourne,Victoria,Australia,http://ufcstats.com/event-details/3cf68c1d17f66af7
UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Copenhagen,NULL,Denmark,http://ufcstats.com/event-details/1bf49bf829964144
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Mexico City,Distrito Federal,Mexico,http://ufcstats.com/event-details/94a5aaf573f780ad
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Vancouver,British Columbia,Canada,http://ufcstats.com/event-details/4834ff149dc9542a
UFC 242: Khabib vs. Poirier,2019-09-07,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/a79bfbc01b2264d6
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Shenzhen,Guangdong,China,http://ufcstats.com/event-details/2c104b7e59a72629
UFC 241: Cormier vs. Miocic 2,2019-08-17,Anaheim,California,USA,http://ufcstats.com/event-details/70167689d6a01793
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,Montevideo,NULL,Uruguay,http://ufcstats.com/event-details/e5d03e4d966126bd
UFC Fight Night: Covington vs. Lawler,2019-08-03,Newark,New Jersey,USA,http://ufcstats.com/event-details/03da33a102d9a45f
UFC 240: Holloway vs. Edgar,2019-07-27,Edmonton,Alberta,Canada,http://ufcstats.com/event-details/abcf7e55a0a9ed89
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,San Antonio,Texas,USA,http://ufcstats.com/event-details/9e0f28d1f639ad73
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,Sacramento,California,USA,http://ufcstats.com/event-details/2f8f3c69522db931
UFC 239: Jones vs. Santos,2019-07-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6c9383ffab2725a5
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,Minneapolis,Minnesota,USA,http://ufcstats.com/event-details/c0c1bc0766df4c00
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Greenville,South Carolina,USA,http://ufcstats.com/event-details/b16a7e6a627e9789
UFC 238: Cejudo vs. Moraes,2019-06-08,Chicago,Illinois,USA,http://ufcstats.com/event-details/e31502e3f79d00c5
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Stockholm,NULL,Sweden,http://ufcstats.com/event-details/cbc071cb20ea59c7
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Rochester,New York,USA,http://ufcstats.com/event-details/6b8f28da9a483049
UFC 237: Namajunas vs. Andrade,2019-05-11,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/9de7c97e1c0d7927
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Ottawa,Ontario,Canada,http://ufcstats.com/event-details/351264d11286d09a
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Sunrise,Florida,USA,http://ufcstats.com/event-details/c912f676692c353a
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Saint Petersburg,Saint Petersburg,Russia,http://ufcstats.com/event-details/7dcf06c1967801c1
UFC 236: Holloway vs. Poirier 2,2019-04-13,Atlanta,Georgia,USA,http://ufcstats.com/event-details/b0550072e5f0afa7
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/9649d75defe0dedb
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Nashville,Tennessee,USA,http://ufcstats.com/event-details/487c170da059857d
UFC Fight Night: Till vs. Masvidal,2019-03-16,London,England,United Kingdom,http://ufcstats.com/event-details/80eacd4da0617c57
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Wichita,Kansas,USA,http://ufcstats.com/event-details/e96d8538d3f9d0ed
UFC 235: Jones vs. Smith,2019-03-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2d5fbe2103f97053
UFC Fight Night: Blachowicz vs. Santos,2019-02-23,Prague,NULL,Czech Republic,http://ufcstats.com/event-details/6546af7ab545b90c
UFC Fight Night: Ngannou vs. Velasquez,2019-02-17,Phoenix,Arizona,USA,http://ufcstats.com/event-details/a7a79b8efbceaaac
UFC 234: Adesanya vs. Silva,2019-02-09,Melbourne,Victoria,Australia,http://ufcstats.com/event-details/b5882371e2a3900d
UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,Fortaleza,Ceara,Brazil,http://ufcstats.com/event-details/84283233ec42be5f
UFC Fight Night: Cejudo vs. Dillashaw,2019-01-19,Brooklyn,New York,USA,http://ufcstats.com/event-details/d4da8995fc91e7ef
UFC 232: Jones vs. Gustafsson 2,2018-12-29,Los Angeles,California,USA,http://ufcstats.com/event-details/c046100aea0dba9a
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Milwaukee,Wisconsin,USA,http://ufcstats.com/event-details/7a703c565ccaa18f
UFC 231: Holloway vs. Ortega,2018-12-08,Toronto,Ontario,Canada,http://ufcstats.com/event-details/2a74bbba57058f12
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Adelaide,South Australia,Australia,http://ufcstats.com/event-details/d1d20e651e6cbc02
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c7ac79839e86ce33
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Beijing,NULL,China,http://ufcstats.com/event-details/de25520d54eab12d
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Buenos Aires,Buenos Aires,Argentina,http://ufcstats.com/event-details/aa3153a9941b4d44
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Denver,Colorado,USA,http://ufcstats.com/event-details/42c96a9c4802e2e1
UFC 230: Cormier vs. Lewis,2018-11-03,New York City,New York,USA,http://ufcstats.com/event-details/20821819c401ced8
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Moncton,New Brunswick,Canada,http://ufcstats.com/event-details/33a331684283900f
UFC 229: Khabib vs. McGregor,2018-10-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1ef0eae31904e534
UFC Fight Night: Marreta vs. Anders,2018-09-22,Sao Paulo,Sao Paulo,Brazil,http://ufcstats.com/event-details/852454c572675334
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Moscow,Moscow,Russia,http://ufcstats.com/event-details/8d49545dadf9b919
UFC 228: Woodley vs. Till,2018-09-08,Dallas,Texas,USA,http://ufcstats.com/event-details/d5ae8074631762fc
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Lincoln,Nebraska,USA,http://ufcstats.com/event-details/c0342805a1948cbb
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Los Angeles,California,USA,http://ufcstats.com/event-details/03b1e846b09f721d
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Calgary,Alberta,Canada,http://ufcstats.com/event-details/322a56923b396b4d
UFC Fight Night: Shogun vs. Smith,2018-07-22,Hamburg,Hamburg,Germany,http://ufcstats.com/event-details/4f732e58ed907eff
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Boise,Idaho,USA,http://ufcstats.com/event-details/b45d6b73f4ca4467
UFC 226: Miocic vs. Cormier,2018-07-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/35585d970300d45a
The Ultimate Fighter: Undefeated Finale,2018-07-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8215e4fe24e8e81b
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Kallang,NULL,Singapore,http://ufcstats.com/event-details/ac5f67109accb482
UFC 225: Whittaker vs. Romero 2,2018-06-09,Chicago,Illinois,USA,http://ufcstats.com/event-details/2eae41f61776c60f
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Utica,New York,USA,http://ufcstats.com/event-details/d29b5c4f22c6357d
UFC Fight Night: Thompson vs. Till,2018-05-27,Liverpool,England,United Kingdom,http://ufcstats.com/event-details/f5990c11974d8e9c
UFC Fight Night: Maia vs. Usman,2018-05-19,Santiago,NULL,Chile,http://ufcstats.com/event-details/3144121470023e9a
UFC 224: Nunes vs. Pennington,2018-05-12,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/67ec58d7cf599835
UFC Fight Night: Barboza vs. Lee,2018-04-21,Atlantic City,New Jersey,USA,http://ufcstats.com/event-details/ad99fa5325519169
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Glendale,Arizona,USA,http://ufcstats.com/event-details/620be7e0712d431b
UFC 223: Khabib vs. Iaquinta,2018-04-07,Brooklyn,New York,USA,http://ufcstats.com/event-details/49e7e05f902479ca
UFC Fight Night: Werdum vs. Volkov,2018-03-17,London,England,United Kingdom,http://ufcstats.com/event-details/eed2b71d77d95416
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/7929be8290289a47
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Orlando,Florida,USA,http://ufcstats.com/event-details/daa89f01e1c0f42a
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Austin,Texas,USA,http://ufcstats.com/event-details/d181689653115b6a
UFC 221: Romero vs. Rockhold,2018-02-10,Perth,Western Australia,Australia,http://ufcstats.com/event-details/15515e797aedc137
UFC Fight Night: Machida vs. Anders,2018-02-03,Belem,Para,Brazil,http://ufcstats.com/event-details/7cf20446453f852b
UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,Charlotte,North Carolina,USA,http://ufcstats.com/event-details/602bb270f2bdbf02
UFC 220: Miocic vs. Ngannou,2018-01-20,Boston,Massachusetts,USA,http://ufcstats.com/event-details/02177caefe7c07d4
UFC Fight Night: Stephens vs. Choi,2018-01-14,St. Louis,Missouri,USA,http://ufcstats.com/event-details/fc1868f56d3036eb
UFC 219: Cyborg vs. Holm,2017-12-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/04076783ca83d6ae
UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/eaa0a728cc91ef60
UFC Fight Night: Swanson vs. Ortega,2017-12-09,Fresno,California,USA,http://ufcstats.com/event-details/bcd124bcd3d5be46
UFC 218: Holloway vs. Aldo 2,2017-12-02,Detroit,Michigan,USA,http://ufcstats.com/event-details/9e30f69cc0869301
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/30e8b4505f5ccf92
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Shanghai,Hebei,China,http://ufcstats.com/event-details/e7bc606d269896aa
UFC Fight Night: Werdum vs. Tybura,2017-11-18,Sydney,New South Wales,Australia,http://ufcstats.com/event-details/caced97768818230
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Norfolk,Virginia,USA,http://ufcstats.com/event-details/d856a0080ac09ed7
UFC 217: Bisping vs. St-Pierre,2017-11-04,New York City,New York,USA,http://ufcstats.com/event-details/a25b71fe5e31fa97
UFC Fight Night: Brunson vs. Machida,2017-10-28,Sao Paulo,Sao Paulo,Brazil,http://ufcstats.com/event-details/a7724f51e32e763e
UFC Fight Night: Cerrone vs. Till,2017-10-21,Gdansk,NULL,Poland,http://ufcstats.com/event-details/d6b68eaf4b68b160
UFC 216: Ferguson vs. Lee,2017-10-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/cc5834a495d1ea08
UFC Fight Night: Saint Preux vs. Okami,2017-09-22,Saitama,Saitama,Japan,http://ufcstats.com/event-details/9211aae062b799d6
UFC Fight Night: Rockhold vs. Branch,2017-09-16,Pittsburgh,Pennsylvania,USA,http://ufcstats.com/event-details/1979c80150f630c4
UFC 215: Nunes vs Shevchenko 2,2017-09-09,Edmonton,Alberta,Canada,http://ufcstats.com/event-details/d86e913c548c07c2
UFC Fight Night: Volkov vs. Struve,2017-09-02,Rotterdam,Zuid-Holland,Netherlands,http://ufcstats.com/event-details/a3244e3238541482
UFC Fight Night: Pettis vs. Moreno,2017-08-05,Mexico City,Distrito Federal,Mexico,http://ufcstats.com/event-details/f4a031ac205ac580
UFC 214: Cormier vs. Jones 2,2017-07-29,Anaheim,California,USA,http://ufcstats.com/event-details/ff9578cdbfabd323
UFC Fight Night: Weidman vs. Gastelum,2017-07-22,Uniondale,New York,USA,http://ufcstats.com/event-details/9f3d6ddef3d3cccc
UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Glasgow,Scotland,United Kingdom,http://ufcstats.com/event-details/d7907a9a968e4d29
UFC 213: Romero vs. Whittaker,2017-07-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/686cccbf1a4de453
The Ultimate Fighter: Redemption Finale,2017-07-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/23bd78c3f89bdb54
UFC Fight Night: Chiesa vs. Lee,2017-06-25,Oklahoma City,Oklahoma,USA,http://ufcstats.com/event-details/99bf06f20491cb54
UFC Fight Night: Holm vs. Correia,2017-06-17,Kallang,NULL,Singapore,http://ufcstats.com/event-details/353de740bb6c7e75
UFC Fight Night: Lewis vs. Hunt,2017-06-10,Auckland,NULL,New Zealand,http://ufcstats.com/event-details/90e7447d8b7f3f35
UFC 212: Aldo vs. Holloway,2017-06-03,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/1507214bbc7a79e2
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Stockholm,NULL,Sweden,http://ufcstats.com/event-details/1c7cce2f5c17160d
UFC 211: Miocic vs. Dos Santos,2017-05-13,Dallas,Texas,USA,http://ufcstats.com/event-details/5df10509264586e5
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Nashville,Tennessee,USA,http://ufcstats.com/event-details/bc7f7f0ba3db74d2
UFC on FOX: Johnson vs. Reis,2017-04-15,Kansas City,Missouri,USA,http://ufcstats.com/event-details/ed069a95aaaf4f56
UFC 210: Cormier vs. Johnson 2,2017-04-08,Buffalo,New York,USA,http://ufcstats.com/event-details/e7bfdb5e0112891e
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,London,England,United Kingdom,http://ufcstats.com/event-details/c0231720fe516994
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Fortaleza,Ceara,Brazil,http://ufcstats.com/event-details/47b7e4e60813b7b2
UFC 209: Woodley vs. Thompson 2,2017-03-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/20e403a1acfef130
UFC Fight Night: Lewis vs. Browne,2017-02-19,Halifax,Nova Scotia,Canada,http://ufcstats.com/event-details/b4ad3a06ee4d660c
UFC 208: Holm vs. De Randamie,2017-02-11,Brooklyn,New York,USA,http://ufcstats.com/event-details/865aa315ea62c511
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Houston,Texas,USA,http://ufcstats.com/event-details/6a8a06b542e1516d
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Denver,Colorado,USA,http://ufcstats.com/event-details/4512e46543b960ad
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Phoenix,Arizona,USA,http://ufcstats.com/event-details/46effbd1135423c5
UFC 207: Nunes vs. Rousey,2016-12-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4b2390cfaceb91d8
UFC on FOX: VanZant vs. Waterson,2016-12-17,Sacramento,California,USA,http://ufcstats.com/event-details/32541eb5d12668b4
UFC 206: Holloway vs. Pettis,2016-12-10,Toronto,Ontario,Canada,http://ufcstats.com/event-details/6e3282d57d2467a0
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Albany,New York,USA,http://ufcstats.com/event-details/7139cd2ae4bf6a29
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/bd4389b71fdc0ce2
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Melbourne,Victoria,Australia,http://ufcstats.com/event-details/73e09f837f3b5ecc
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Sao Paulo,Sao Paulo,Brazil,http://ufcstats.com/event-details/5cde96e0a1a1fffe
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Belfast,Northern Ireland,United Kingdom,http://ufcstats.com/event-details/6810d8d2dd557cf9
UFC 205: Alvarez vs McGregor,2016-11-12,New York City,New York,USA,http://ufcstats.com/event-details/4956f60b7fa57c1a
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Mexico City,Distrito Federal,Mexico,http://ufcstats.com/event-details/6083f497c22cc075
UFC 204: Bisping vs. Henderson,2016-10-08,Manchester,England,United Kingdom,http://ufcstats.com/event-details/154a6b3ffae264cd
UFC Fight Night: Lineker vs. Dodson,2016-10-01,Portland,Oregon,USA,http://ufcstats.com/event-details/a196332ee4aa8a82
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,Brasilia,Distrito Federal,Brazil,http://ufcstats.com/event-details/e18012194473e8b0
UFC Fight Night: Poirier vs. Johnson,2016-09-17,Hidalgo,Texas,USA,http://ufcstats.com/event-details/d6455cb4bee503ce
UFC 203: Miocic vs. Overeem,2016-09-10,Cleveland,Ohio,USA,http://ufcstats.com/event-details/2dc7f1762dc0a7ef
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,Hamburg,Hamburg,Germany,http://ufcstats.com/event-details/2b4faacc16d66898
UFC on FOX: Maia vs. Condit,2016-08-27,Vancouver,British Columbia,Canada,http://ufcstats.com/event-details/cfbccfed4e4796fe
UFC 202: Diaz vs. McGregor 2,2016-08-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/5da4e8dc02e50ac0
UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,Salt Lake City,Utah,USA,http://ufcstats.com/event-details/232c582f29f8f65e
UFC 201: Lawler vs. Woodley,2016-07-30,Atlanta,Georgia,USA,http://ufcstats.com/event-details/72cbe507644a587c
UFC on FOX: Holm vs. Shevchenko,2016-07-23,Chicago,Illinois,USA,http://ufcstats.com/event-details/8a028648f3f0761d
UFC Fight Night: McDonald vs. Lineker,2016-07-13,Sioux Falls,South Dakota,USA,http://ufcstats.com/event-details/5e7a28f20927d64a
UFC 200: Tate vs Nunes,2016-07-09,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/aa5b4eff51bdc7d1
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,2016-07-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/cd42bbe8887bba90
UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/45a2ba3ef82b9700
UFC Fight Night: MacDonald vs Thompson,2016-06-18,Ottawa,Ontario,Canada,http://ufcstats.com/event-details/563d051c9e769b24
UFC 199: Rockhold vs. Bisping 2,2016-06-04,Los Angeles,California,USA,http://ufcstats.com/event-details/ff4c3ab594c7fac3
UFC Fight Night: Almeida vs Garbrandt,2016-05-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/990060b2a68a7b82
UFC 198: Werdum vs Miocic,2016-05-14,Curitiba,Parana,Brazil,http://ufcstats.com/event-details/a4bf17bd3ba3423b
UFC Fight Night: Overeem vs Arlovski,2016-05-08,Rotterdam,Zuid-Holland,Netherlands,http://ufcstats.com/event-details/a314687f372b2cec
UFC 197: Jones vs Saint Preux,2016-04-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3d481aa374c954a1
UFC on FOX: Teixeira vs Evans,2016-04-16,Tampa,Florida,USA,http://ufcstats.com/event-details/e7e970d508529bf3
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Zagreb,NULL,Croatia,http://ufcstats.com/event-details/4887e5bc4dbb73ff
UFC Fight Night: Hunt vs Mir,2016-03-19,Brisbane,Queensland,Australia,http://ufcstats.com/event-details/e60201cfab7d656d
UFC 196: McGregor vs Diaz,2016-03-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/db1f2ed63b54b9a7
