event_name,event_date,event_city,event_state,event_country,event_url
UFC Fight Night: Silva vs Bisping,2016-02-27,London,England,United Kingdom,http://ufcstats.com/event-details/39c568f8c579913e
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Pittsburgh,Pennsylvania,USA,http://ufcstats.com/event-details/d56bb6dff2ae77eb
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/de99da2c0d18d34a
UFC on FOX: Johnson vs. Bader,2016-01-30,Newark,New Jersey,USA,http://ufcstats.com/event-details/b3fb8d2293e17a59
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Boston,Massachusetts,USA,http://ufcstats.com/event-details/c6becb722706c7d8
UFC 195: Lawler vs Condit,2016-01-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/380e8b023290d091
UFC on FOX: Dos Anjos vs. Cowboy 2,2015-12-19,Orlando,Florida,USA,http://ufcstats.com/event-details/80d918336163b80c
UFC 194: Aldo vs McGregor,2015-12-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/354808cf38d9d73c
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/20fbff570c678e1c
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/dd39f1ca787a3d9d
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Seoul,NULL,South Korea,http://ufcstats.com/event-details/4d636c3aa1105950
UFC Fight Night: Magny vs Gastelum,2015-11-21,Monterrey,Nuevo Leon,Mexico,http://ufcstats.com/event-details/243b07fc65ccbb16
UFC 193: Rousey vs Holm,2015-11-14,Melbourne,Victoria,Australia,http://ufcstats.com/event-details/8d04923f2db59b7f
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Sao Paulo,Sao Paulo,Brazil,http://ufcstats.com/event-details/5345f86680378fc1
UFC Fight Night: Holohan vs Smolka,2015-10-24,Dublin,Leinster,Ireland,http://ufcstats.com/event-details/f3155a94ca420126
UFC 192: Cormier vs Gustafsson,2015-10-03,Houston,Texas,USA,http://ufcstats.com/event-details/119ebea97e914dcf
UFC Fight Night: Barnett vs Nelson,2015-09-26,Saitama,NULL,Japan,http://ufcstats.com/event-details/a4dd5c9a75763295
UFC 191: Johnson vs Dodson 2,2015-09-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Saskatoon,Saskatchewan,Canada,http://ufcstats.com/event-details/2ce6541127b0e232
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Nashville,Tennessee,USA,http://ufcstats.com/event-details/b71667c778b6d9e5
UFC 190: Rousey vs Correia,2015-08-01,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/a9c45a8b21eabadc
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Chicago,Illinois,USA,http://ufcstats.com/event-details/0c3838c8f7c620c2
UFC Fight Night: Bisping vs Leites,2015-07-18,Glasgow,Scotland,United Kingdom,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Mir vs Duffee,2015-07-15,San Diego,California,USA,http://ufcstats.com/event-details/36877f0e62b25b96
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a890f9a791ed615d
UFC 189: Mendes vs McGregor,2015-07-11,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3be081c29bf734d9
UFC Fight Night: Machida vs Romero,2015-06-27,Hollywood,Florida,USA,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,Berlin,Berlin,Germany,http://ufcstats.com/event-details/194fc025f9355db6
UFC 188: Velasquez vs Werdum,2015-06-13,Mexico City,Distrito Federal,Mexico,http://ufcstats.com/event-details/a58114c6dd0add64
UFC Fight Night: Boetsch vs Henderson,2015-06-06,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Condit vs Alves,2015-05-30,Goiania,Goias,Brazil,http://ufcstats.com/event-details/aae0897825336b1a
UFC 187: Johnson vs Cormier,2015-05-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC Fight Night: Edgar vs Faber,2015-05-16,Manila,NULL,Philippines,http://ufcstats.com/event-details/b1605ea39fba6af6
UFC Fight Night: Miocic vs Hunt,2015-05-09,Adelaide,South Australia,Australia,http://ufcstats.com/event-details/8a1b4330c7957961
UFC 186: Johnson vs Horiguchi,2015-04-25,Montreal,Quebec,Canada,http://ufcstats.com/event-details/997b4f52f76a0b53
UFC on FOX: Machida vs Rockhold,2015-04-18,Newark,New Jersey,USA,http://ufcstats.com/event-details/bc7cf284c1c2f16e
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Krakow,NULL,Poland,http://ufcstats.com/event-details/5de61b03868035ff
UFC Fight Night: Mendes vs Lamas,2015-04-04,Fairfax,Virginia,USA,http://ufcstats.com/event-details/16d09e800ad7ec79
UFC Fight Night: Maia vs LaFlare,2015-03-21,Rio de Janeiro,NULL,Brazil,http://ufcstats.com/event-details/fa534853eb195270
UFC 185: Pettis vs Dos Anjos,2015-03-14,Dallas,Texas,USA,http://ufcstats.com/event-details/f54200f1dfb9b5d4
UFC 184: Rousey vs Zingano,2015-02-28,Los Angeles,California,USA,http://ufcstats.com/event-details/ad4e9055bf8cd04d
UFC Fight Night: Bigfoot vs Mir,2015-02-22,Porto Alegre,Rio Grande do Sul,Brazil,http://ufcstats.com/event-details/0577808d22dfe79c
UFC Fight Night: Henderson vs Thatch,2015-02-14,Broomfield,Colorado,USA,http://ufcstats.com/event-details/f9c7fe2682af3802
UFC 183: Silva vs Diaz,2015-01-31,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/43563a32c3f10e95
UFC on FOX: Gustafsson vs Johnson,2015-01-24,Stockholm,NULL,Sweden,http://ufcstats.com/event-details/706404da0775dcbc
UFC Fight Night: McGregor vs Siver,2015-01-18,Boston,Massachusetts,USA,http://ufcstats.com/event-details/f9aa6376ae16bfb4
UFC 182: Jones vs Cormier,2015-01-03,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a72d260b436924c4
UFC Fight Night: Machida vs Dollaway,2014-12-20,Barueri,Sao Paulo,Brazil,http://ufcstats.com/event-details/4e5bbc4566049cbf
UFC on FOX: Dos Santos vs Miocic,2014-12-13,Phoenix,Arizona,USA,http://ufcstats.com/event-details/d4a12dfa4067742f
The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/222d6b547de2e035
UFC 181: Hendricks vs Lawler II,2014-12-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/dfdd0c5dd0d4bc23
UFC Fight Night: Edgar vs Swanson,2014-11-22,Austin,Texas,USA,http://ufcstats.com/event-details/155a02a8b4311057
UFC 180: Werdum vs Hunt,2014-11-15,Mexico City,Distrito Federal,Mexico,http://ufcstats.com/event-details/59851163aaf1aed8
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Uberlandia,Minas Gerais,Brazil,http://ufcstats.com/event-details/6ca68b636fbc1f18
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Sydney,New South Wales,Australia,http://ufcstats.com/event-details/371a1c91b24dec2b
UFC 179: Aldo vs Mendes 2,2014-10-25,Rio de Janeiro,NULL,Brazil,http://ufcstats.com/event-details/53f02bbc41d99432
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Halifax,Nova Scotia,Canada,http://ufcstats.com/event-details/0313bf497de9c470
UFC Fight Night: Nelson vs Story,2014-10-04,Stockholm,NULL,Sweden,http://ufcstats.com/event-details/8dc4f34c1f50d00d
UFC 178: Johnson vs Cariaso,2014-09-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3bb030257966b022
UFC Fight Night: Hunt vs Nelson,2014-09-20,Saitama,NULL,Japan,http://ufcstats.com/event-details/2dea80c069847321
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Brasilia,Distrito Federal,Brazil,http://ufcstats.com/event-details/a71feb7ea7592a71
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Ledyard,Connecticut,USA,http://ufcstats.com/event-details/9bcfb40dbcd50568
UFC 177: Dillashaw vs Soto,2014-08-30,Sacramento,California,USA,http://ufcstats.com/event-details/269d103c96a4c3a5
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Tulsa,Oklahoma,USA,http://ufcstats.com/event-details/063649e21bc9d6d5
UFC Fight Night: Bisping vs Le,2014-08-23,Macau,NULL,China,http://ufcstats.com/event-details/770b9d4813c25902
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Bangor,Maine,USA,http://ufcstats.com/event-details/fd7acf42bd6e7e95
UFC on FOX: Lawler vs Brown,2014-07-26,San Jose,California,USA,http://ufcstats.com/event-details/05fbfe628658c538
UFC Fight Night: McGregor vs Brandao,2014-07-19,Dublin,Leinster,Ireland,http://ufcstats.com/event-details/073eee4e62f0d988
UFC Fight Night: Cowboy vs Miller,2014-07-16,Atlantic City,New Jersey,USA,http://ufcstats.com/event-details/79ded75550efc139
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1c5879330d42255f
UFC 175: Weidman vs Machida,2014-07-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/53adf5b845d91e4a
UFC Fight Night: Swanson vs Stephens,2014-06-28,San Antonio,Texas,USA,http://ufcstats.com/event-details/c0ed7b208197e8de
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Auckland,NULL,New Zealand,http://ufcstats.com/event-details/ac9521250dc1a14c
UFC 174: Johnson vs Bagautinov,2014-06-14,Vancouver,British Columbia,Canada,http://ufcstats.com/event-details/5b5307450405abf0
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Albuquerque,New Mexico,USA,http://ufcstats.com/event-details/1fcfc3709fe58151
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Sao Paulo,NULL,Brazil,http://ufcstats.com/event-details/59aaf2730b84698a
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Berlin,NULL,Germany,http://ufcstats.com/event-details/b757c73f443d4fca
UFC 173: Barao vs Dillashaw,2014-05-24,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9ca265dfe8323db3
UFC Fight Night: Brown vs Silva,2014-05-10,Cincinnati,Ohio,USA,http://ufcstats.com/event-details/579fcdfcabd23a7b
UFC 172: Jones vs Teixeira,2014-04-26,Baltimore,Maryland,USA,http://ufcstats.com/event-details/4f2fcbefb668689d
UFC on FOX: Werdum vs Browne,2014-04-19,Orlando,Florida,USA,http://ufcstats.com/event-details/a421465acbe59c77
UFC Fight Night: Bisping vs Kennedy,2014-04-16,Quebec City,Quebec,Canada,http://ufcstats.com/event-details/f9f07bb5a43535ed
UFC Fight Night: Minotauro vs Nelson,2014-04-11,Abu Dhabi,NULL,United Arab Emirates,http://ufcstats.com/event-details/d632d156c0549e07
UFC Fight Night: Shogun vs Henderson 2,2014-03-23,Natal,Rio Grande do Norte,Brazil,http://ufcstats.com/event-details/d5f820c11a121050
UFC 171: Hendricks vs Lawler,2014-03-15,Dallas,Texas,USA,http://ufcstats.com/event-details/179f1948dc234f1f
UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,London,England,United Kingdom,http://ufcstats.com/event-details/ebc1f40e00e0c481
UFC Fight Night: Kim vs Hathaway,2014-03-01,Macau,NULL,China,http://ufcstats.com/event-details/a26198ba5093147e
UFC 170: Rousey vs McMann,2014-02-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3138fab619faf4d1
UFC Fight Night: Machida vs Mousasi,2014-02-15,Jaragua do Sul,Santa Catarina,Brazil,http://ufcstats.com/event-details/51b0bb73a1da34bc
UFC 169: Barao vs Faber 2,2014-02-01,Newark,New Jersey,USA,http://ufcstats.com/event-details/fc31f896cde2bc2e
UFC on FOX: Henderson vs Thomson,2014-01-25,Chicago,Illinois,USA,http://ufcstats.com/event-details/a8d521d913df4e31
UFC Fight Night: Rockhold vs Philippou,2014-01-15,Duluth,Georgia,USA,http://ufcstats.com/event-details/30a09e43f15f1d75
UFC Fight Night: Saffiedine vs Lim,2014-01-04,Singapore,NULL,Singapore,http://ufcstats.com/event-details/e5c9de15bb58b1c6
UFC 168: Weidman vs Silva 2,2013-12-28,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/83d0de122f2f9664
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Sacramento,California,USA,http://ufcstats.com/event-details/480b702debcb5433
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Brisbane,Queensland,Australia,http://ufcstats.com/event-details/ee457ef1e1c326c1
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9a967e8e43dcef63
UFC 167: St-Pierre vs Hendricks,2013-11-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Goiania,Goias,Brazil,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Fight for the Troops 3,2013-11-06,Fort Campbell,Kentucky,USA,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Machida vs Munoz,2013-10-26,Manchester,England,United Kingdom,http://ufcstats.com/event-details/60884f31ead1609c
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Houston,Texas,USA,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC Fight Night: Maia vs Shields,2013-10-09,Barueri,Sao Paulo,Brazil,http://ufcstats.com/event-details/43612456979e5d5e
UFC 165: Jones vs Gustafsson,2013-09-21,Toronto,Ontario,Canada,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC Fight Night: Teixeira vs Bader,2013-09-04,Belo Horizonte,Minas Gerais,Brazil,http://ufcstats.com/event-details/b23fca14c7b79935
UFC 164: Henderson vs Pettis 2,2013-08-31,Milwaukee,Wisconsin,USA,http://ufcstats.com/event-details/980b4e712489098e
UFC Fight Night: Condit vs Kampmann 2,2013-08-28,Indianapolis,Indiana,USA,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Shogun vs Sonnen,2013-08-17,Boston,Massachusetts,USA,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC 163: Aldo vs Jung,2013-08-03,Rio de Janeiro,NULL,Brazil,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC on FOX: Johnson vs Moraga,2013-07-27,Seattle,Washington,USA,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC 162: Silva vs Weidman,2013-07-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 161: Evans vs Henderson,2013-06-15,Winnipeg,Manitoba,Canada,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC on FUEL TV: Nogueira vs. Werdum,2013-06-08,Fortaleza,Ceara,Brazil,http://ufcstats.com/event-details/7865707fd684d77b
UFC 160: Velasquez vs Silva 2,2013-05-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3c241737a6069b9f
UFC on FX: Belfort vs. Rockhold,2013-05-18,Jaragua do Sul,Santa Catarina,Brazil,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC 159: Jones vs Sonnen,2013-04-27,Newark,New Jersey,USA,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC on FOX: Henderson vs Melendez,2013-04-20,San Jose,California,USA,http://ufcstats.com/event-details/aa79d5399571068e
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/ce47f49e5c386a9c
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,Stockholm,NULL,Sweden,http://ufcstats.com/event-details/6291ac0a3726732f
UFC 158: St-Pierre vs Diaz,2013-03-16,Montreal,Quebec,Canada,http://ufcstats.com/event-details/f1b2a4365799c48b
UFC on FUEL TV: Silva vs. Stann,2013-03-02,Saitama,NULL,Japan,http://ufcstats.com/event-details/83c6c3e0f8bde8ee
UFC 157: Rousey vs Carmouche,2013-02-23,Anaheim,California,USA,http://ufcstats.com/event-details/09c44b317c98bf96
UFC on FUEL TV: Barao vs McDonald,2013-02-16,London,England,United Kingdom,http://ufcstats.com/event-details/4679a38cced7c64a
UFC 156: Aldo vs Edgar,2013-02-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/601cf40c09090853
UFC on FOX: Johnson vs Dodson,2013-01-26,Chicago,Illinois,USA,http://ufcstats.com/event-details/738acab0c6934dd8
UFC on FX: Belfort vs Bisping,2013-01-19,Sao Paulo,NULL,Brazil,http://ufcstats.com/event-details/56f4b81ec4db61af
UFC 155: Dos Santos vs Velasquez II,2012-12-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c6e6926a81adcd00
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c6da1c24fe473418
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,Gold Coast,Queensland,Australia,http://ufcstats.com/event-details/e8c170a64dc920ac
UFC on FOX: Henderson vs Diaz,2012-12-08,Seattle,Washington,USA,http://ufcstats.com/event-details/d1e6a6536ee62517
UFC 154: St-Pierre vs Condit,2012-11-17,Montreal,Quebec,Canada,http://ufcstats.com/event-details/d41937647eae9a34
UFC Macao: Franklin vs Le,2012-11-10,Macau,NULL,China,http://ufcstats.com/event-details/319fa1bd3176bded
UFC 153: Silva vs Bonnar,2012-10-13,Rio de Janeiro,NULL,Brazil,http://ufcstats.com/event-details/96d173b7f92aa520
UFC on FX: Browne vs Bigfoot,2012-10-05,Minneapolis,Minnesota,USA,http://ufcstats.com/event-details/6a0b80a24f22e152
UFC on FUEL TV: Struve vs Miocic,2012-09-29,Nottingham,England,United Kingdom,http://ufcstats.com/event-details/6cbb7661c3258617
UFC 152: Jones vs Belfort,2012-09-22,Toronto,Ontario,Canada,http://ufcstats.com/event-details/53e533db1b8e9712
UFC 150: Henderson vs Edgar II,2012-08-11,Denver,Colorado,USA,http://ufcstats.com/event-details/3c48019bc387b80c
UFC on FOX: Shogun vs Vera,2012-08-04,Los Angeles,California,USA,http://ufcstats.com/event-details/f62850b3c7480db9
UFC 149: Faber vs Barao,2012-07-21,Calgary,Alberta,Canada,http://ufcstats.com/event-details/abbc4fc02e0d84b3
UFC on FUEL TV: Munoz vs Weidman,2012-07-11,San Jose,California,USA,http://ufcstats.com/event-details/d3b5ad3b15a64a18
UFC 148: Silva vs Sonnen 2,2012-07-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e8efeb9cf33b1941
UFC 147: Silva vs Franklin 2,2012-06-23,Belo Horizonte,Minas Gerais,Brazil,http://ufcstats.com/event-details/3da19339ee7051d5
UFC on FX: Maynard vs Guida,2012-06-22,Atlantic City,New Jersey,USA,http://ufcstats.com/event-details/505934897b8b4824
UFC on FX: Johnson vs McCall,2012-06-08,Sunrise,Florida,USA,http://ufcstats.com/event-details/49590e0508b2c19f
The Ultimate Fighter: Live Finale,2012-06-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/96087e90d900f0ef
UFC 146: Dos Santos vs Mir,2012-05-26,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4985113c0928aa62
UFC on FUEL TV: Korean Zombie vs Poirier,2012-05-15,Fairfax,Virginia,USA,http://ufcstats.com/event-details/8caca5857ce0e30b
UFC on FOX: Diaz vs Miller,2012-05-05,East Rutherford,New Jersey,USA,http://ufcstats.com/event-details/5898357a45a73674
UFC 145: Jones vs Evans,2012-04-21,Atlanta,Georgia,USA,http://ufcstats.com/event-details/155bfc7ed36622df
UFC on FUEL TV: Gustafsson vs Silva,2012-04-14,Stockholm,NULL,Sweden,http://ufcstats.com/event-details/21f2974fd08085e3
UFC on FX: Alves vs Kampmann,2012-03-02,Sydney,New South Wales,Australia,http://ufcstats.com/event-details/b5ea750025697880
UFC 144: Edgar vs Henderson,2012-02-25,Saitama,NULL,Japan,http://ufcstats.com/event-details/8377c5572cb356f3
UFC on FUEL TV: Sanchez vs Ellenberger,2012-02-15,Omaha,Nebraska,USA,http://ufcstats.com/event-details/0a97691039c4bbfb
UFC 143: Diaz vs Condit,2012-02-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/df2cf66d8c0123db
UFC on FOX: Evans vs Davis,2012-01-28,Chicago,Illinois,USA,http://ufcstats.com/event-details/c3c23c99477c041b
UFC on FX: Guillard vs Miller,2012-01-20,Nashville,Tennessee,USA,http://ufcstats.com/event-details/4d74641fac830182
UFC 142: Aldo vs Mendes,2012-01-14,Rio de Janeiro,NULL,Brazil,http://ufcstats.com/event-details/18524b46c570730b
UFC 141: Lesnar vs Overeem,2011-12-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/91720876db0ee468
UFC 140: Jones vs Machida,2011-12-10,Toronto,Ontario,Canada,http://ufcstats.com/event-details/6d7886b094b471ac
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1f5f75658551f2d3
UFC 139: Shogun vs Henderson,2011-11-19,San Jose,California,USA,http://ufcstats.com/event-details/0ec821423baa26bd
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Anaheim,California,USA,http://ufcstats.com/event-details/1c061eb6e29eaa0a
UFC 138: Leben vs Munoz,2011-11-05,Birmingham,England,United Kingdom,http://ufcstats.com/event-details/e780ccc79a209985
UFC 137: Penn vs Diaz,2011-10-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8788beb528894f33
UFC 136: Edgar vs Maynard 3,2011-10-08,Houston,Texas,USA,http://ufcstats.com/event-details/7d5b12de1625984e
UFC Live: Cruz vs Johnson,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03
UFC 135: Jones vs Rampage,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2
UFC Fight Night: Shields vs Ellenberger,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b
UFC 134: Silva vs Okami,2011-08-27,Rio de Janeiro,NULL,Brazil,http://ufcstats.com/event-details/18968f97ad34f15c
UFC Live: Hardy vs Lytle,2011-08-14,Milwaukee,Wisconsin,USA,http://ufcstats.com/event-details/4c8d6fde2dde07c4
UFC 133: Evans vs Ortiz 2,2011-08-06,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/f1f9e48a0d150757
UFC 132: Cruz vs Faber,2011-07-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/83fd97284f4bb4a4
UFC Live: Kongo vs Barry,2011-06-26,Pittsburgh,Pennsylvania,USA,http://ufcstats.com/event-details/d023ae89a2a4a41e
UFC 131: Dos Santos vs Carwin,2011-06-11,Vancouver,British Columbia,Canada,http://ufcstats.com/event-details/aac5ac38148f0528
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3ba3b5cc94498437
